batchRecordId,name,grade,gradeBand,region,area,crag,sector,wall,number,page,rowKey,sourceImage,ocrStatus,confidence,canonicalExactMatch,canonicalGrade,gradeAlignment,sourceApproval,reconciliationStatus,verificationStatus,canonicalWrite,websiteMainDatasetWrite,publishReady,requiredAction
GBR-20260801-0001,NOSE,6+,UIAA 5–7,Peilstein,Peilstein,Thalhofgraben,Klapf,Klapf,254,241,Peilstein | Klapf | NOSE,image-6.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,TAXONOMY_HOLD,provisional,NO,NO,false,Confirm Peilstein/Thalhofgraben taxonomy against contents or title pages.
GBR-20260801-0134,SEIDELTOUR,7,UIAA 5–7,Höllental-Rax,Höllental-Rax,Handlesberg,Main,Handlesberg,1,451,Höllental-Rax | Handlesberg | SEIDELTOUR,image-16.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0135,ELEFANTU,7+/8-,UIAA 5–7,Höllental-Rax,Höllental-Rax,Handlesberg,Main,Handlesberg,2,451,Höllental-Rax | Handlesberg | ELEFANTU,image-16.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0136,ELEFANTU VARIANTEN,8,UIAA 8+,Höllental-Rax,Höllental-Rax,Handlesberg,Main,Handlesberg,3,451,Höllental-Rax | Handlesberg | ELEFANTU VARIANTEN,image-16.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0137,HELDEN IN TIROL,9-/9,UIAA 8+,Höllental-Rax,Höllental-Rax,Handlesberg,Main,Handlesberg,4,451,Höllental-Rax | Handlesberg | HELDEN IN TIROL,image-16.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0138,HOLA DI LA,9-/9,UIAA 8+,Höllental-Rax,Höllental-Rax,Handlesberg,Main,Handlesberg,5,451,Höllental-Rax | Handlesberg | HOLA DI LA,image-16.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0139,FELIX AUSTRIA,9-,UIAA 8+,Höllental-Rax,Höllental-Rax,Handlesberg,Main,Handlesberg,6,451,Höllental-Rax | Handlesberg | FELIX AUSTRIA,image-16.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0140,PIZZA HAPPY,8-,UIAA 8+,Höllental-Rax,Höllental-Rax,Handlesberg,Main,Handlesberg,8,451,Höllental-Rax | Handlesberg | PIZZA HAPPY,image-16.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0141,BENZINBRÜDER,8,UIAA 8+,Höllental-Rax,Höllental-Rax,Handlesberg,Main,Handlesberg,9,451,Höllental-Rax | Handlesberg | BENZINBRÜDER,image-16.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0142,SCHIFF AHOI,9+,UIAA 8+,Höllental-Rax,Höllental-Rax,Handlesberg,Main,Handlesberg,10,451,Höllental-Rax | Handlesberg | SCHIFF AHOI,image-16.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0143,BUM SHIVA,8+,UIAA 8+,Höllental-Rax,Höllental-Rax,Handlesberg,Main,Handlesberg,11,451,Höllental-Rax | Handlesberg | BUM SHIVA,image-16.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0144,SHORTY,9-/9,UIAA 8+,Höllental-Rax,Höllental-Rax,Handlesberg,Main,Handlesberg,12,451,Höllental-Rax | Handlesberg | SHORTY,image-16.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0145,SCHATTENSCHUPFER,9+,UIAA 8+,Höllental-Rax,Höllental-Rax,Handlesberg,Main,Handlesberg,17,451,Höllental-Rax | Handlesberg | SCHATTENSCHUPFER,image-16.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0146,FROST & RAT,8-,UIAA 8+,Höllental-Rax,Höllental-Rax,Handlesberg,Main,Handlesberg,18,451,Höllental-Rax | Handlesberg | FROST & RAT,image-16.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0147,FOLGSTROM,9/9+,UIAA 8+,Höllental-Rax,Höllental-Rax,Handlesberg,Main,Handlesberg,19,451,Höllental-Rax | Handlesberg | FOLGSTROM,image-16.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0148,SHELLYARDINE,9-,UIAA 8+,Höllental-Rax,Höllental-Rax,Handlesberg,Main,Handlesberg,20,451,Höllental-Rax | Handlesberg | SHELLYARDINE,image-16.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0149,CUORE SPORTIVO,9+/10-,UIAA 8+,Höllental-Rax,Höllental-Rax,Handlesberg,Main,Handlesberg,21,451,Höllental-Rax | Handlesberg | CUORE SPORTIVO,image-16.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0150,JUMP STYLE OIDA,10-,UIAA 8+,Höllental-Rax,Höllental-Rax,Handlesberg,Main,Handlesberg,22,451,Höllental-Rax | Handlesberg | JUMP STYLE OIDA,image-16.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0151,KOMBI,10-,UIAA 8+,Höllental-Rax,Höllental-Rax,Handlesberg,Main,Handlesberg,23,451,Höllental-Rax | Handlesberg | KOMBI,image-16.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0152,SPONSORED BY FAMILY,10,UIAA 8+,Höllental-Rax,Höllental-Rax,Handlesberg,Main,Handlesberg,24,451,Höllental-Rax | Handlesberg | SPONSORED BY FAMILY,image-16.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0153,WASSERSPIEL,10-,UIAA 8+,Höllental-Rax,Höllental-Rax,Handlesberg,Main,Handlesberg,27,451,Höllental-Rax | Handlesberg | WASSERSPIEL,image-16.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0154,AUS DER MITTE ENTSPRINGT EIN FLUSS,9+/10-,UIAA 8+,Höllental-Rax,Höllental-Rax,Handlesberg,Main,Handlesberg,28,451,Höllental-Rax | Handlesberg | AUS DER MITTE ENTSPRINGT EIN FLUSS,image-16.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0155,DEUS EX MACHINA,9-,UIAA 8+,Höllental-Rax,Höllental-Rax,Handlesberg,Main,Handlesberg,29,451,Höllental-Rax | Handlesberg | DEUS EX MACHINA,image-16.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0156,SMARTIES,7+,UIAA 5–7,Höllental-Rax,Höllental-Rax,Handlesberg,Main,Handlesberg,30,451,Höllental-Rax | Handlesberg | SMARTIES,image-16.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0157,KA IDEE,9-,UIAA 8+,Höllental-Rax,Höllental-Rax,Handlesberg,Main,Handlesberg,31,451,Höllental-Rax | Handlesberg | KA IDEE,image-16.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0158,ZUFLUCHT DER SÜNDER,8/8+,UIAA 8+,Höllental-Rax,Höllental-Rax,Handlesberg,Main,Handlesberg,32,451,Höllental-Rax | Handlesberg | ZUFLUCHT DER SÜNDER,image-16.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0159,FRISBEEKANTE,5,UIAA 5–7,Höllental-Rax,Höllental-Rax,Frisbee Platte,Main,Frisbee Platte,1,455,Höllental-Rax | Frisbee Platte | FRISBEEKANTE,image-18.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0160,EIN TRAUM FÜR HARRY BRAUN,6+,UIAA 5–7,Höllental-Rax,Höllental-Rax,Frisbee Platte,Main,Frisbee Platte,2,455,Höllental-Rax | Frisbee Platte | EIN TRAUM FÜR HARRY BRAUN,image-18.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0161,MERRY CHRISTMAS,4-,UIAA 1–4,Höllental-Rax,Höllental-Rax,Frisbee Platte,Main,Frisbee Platte,3,455,Höllental-Rax | Frisbee Platte | MERRY CHRISTMAS,image-18.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0162,KUH ROSL IN DER MATERIALSEILBAHN,5+,UIAA 5–7,Höllental-Rax,Höllental-Rax,Frisbee Platte,Main,Frisbee Platte,4,455,Höllental-Rax | Frisbee Platte | KUH ROSL IN DER MATERIALSEILBAHN,image-18.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0163,EINSATZ DES PROTOTYPEN,7-,UIAA 5–7,Höllental-Rax,Höllental-Rax,Frisbee Platte,Main,Frisbee Platte,5,455,Höllental-Rax | Frisbee Platte | EINSATZ DES PROTOTYPEN,image-18.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0164,EINE HAB ICH NOCH,7-,UIAA 5–7,Höllental-Rax,Höllental-Rax,Frisbee Platte,Main,Frisbee Platte,6,455,Höllental-Rax | Frisbee Platte | EINE HAB ICH NOCH,image-18.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0165,HAPPY BIRTHDAY KURTL,7,UIAA 5–7,Höllental-Rax,Höllental-Rax,Frisbee Platte,Main,Frisbee Platte,7,455,Höllental-Rax | Frisbee Platte | HAPPY BIRTHDAY KURTL,image-18.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0166,HERBSTGOLD,7-,UIAA 5–7,Höllental-Rax,Höllental-Rax,Frisbee Platte,Main,Frisbee Platte,8,455,Höllental-Rax | Frisbee Platte | HERBSTGOLD,image-18.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0167,REICHER VARIANTE,6+,UIAA 5–7,Höllental-Rax,Höllental-Rax,Frisbee Platte,Main,Frisbee Platte,9,455,Höllental-Rax | Frisbee Platte | REICHER VARIANTE,image-18.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0168,ALTER AUSSTIEGSRISS,7+,UIAA 5–7,Höllental-Rax,Höllental-Rax,Frisbee Platte,Main,Frisbee Platte,10,455,Höllental-Rax | Frisbee Platte | ALTER AUSSTIEGSRISS,image-18.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0169,TIRAMISU LIGHT,7-,UIAA 5–7,Höllental-Rax,Höllental-Rax,Frisbee Platte,Main,Frisbee Platte,11,455,Höllental-Rax | Frisbee Platte | TIRAMISU LIGHT,image-18.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0170,ALTER TIRAMISU AUSSTIEG,8+,UIAA 8+,Höllental-Rax,Höllental-Rax,Frisbee Platte,Main,Frisbee Platte,12,455,Höllental-Rax | Frisbee Platte | ALTER TIRAMISU AUSSTIEG,image-18.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0171,TIRAMISU NEU,6+,UIAA 5–7,Höllental-Rax,Höllental-Rax,Frisbee Platte,Main,Frisbee Platte,13,455,Höllental-Rax | Frisbee Platte | TIRAMISU NEU,image-18.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0172,TIRAMISU,8-,UIAA 8+,Höllental-Rax,Höllental-Rax,Frisbee Platte,Main,Frisbee Platte,14,455,Höllental-Rax | Frisbee Platte | TIRAMISU,image-18.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0173,KILLINGFIELDS,5,UIAA 5–7,Höllental-Rax,Höllental-Rax,Frisbee Platte,Main,Frisbee Platte,15,455,Höllental-Rax | Frisbee Platte | KILLINGFIELDS,image-18.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0174,KILLINGFIELDS 2SL,8+/9-,UIAA 8+,Höllental-Rax,Höllental-Rax,Frisbee Platte,Main,Frisbee Platte,16,455,Höllental-Rax | Frisbee Platte | KILLINGFIELDS 2SL,image-18.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0175,KURZBART,7-,UIAA 5–7,Höllental-Rax,Höllental-Rax,Frisbee Platte,Main,Frisbee Platte,17,455,Höllental-Rax | Frisbee Platte | KURZBART,image-18.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0176,LANGBART,9,UIAA 8+,Höllental-Rax,Höllental-Rax,Frisbee Platte,Main,Frisbee Platte,18,455,Höllental-Rax | Frisbee Platte | LANGBART,image-18.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0177,FRISBEEPLATTE,8-,UIAA 8+,Höllental-Rax,Höllental-Rax,Frisbee Platte,Main,Frisbee Platte,19,455,Höllental-Rax | Frisbee Platte | FRISBEEPLATTE,image-18.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0178,OBERE FRISBEEPLATTE,8,UIAA 8+,Höllental-Rax,Höllental-Rax,Frisbee Platte,Main,Frisbee Platte,20,455,Höllental-Rax | Frisbee Platte | OBERE FRISBEEPLATTE,image-18.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0179,HAGALAZ,8,UIAA 8+,Höllental-Rax,Höllental-Rax,Frisbee Platte,Main,Frisbee Platte,21,455,Höllental-Rax | Frisbee Platte | HAGALAZ,image-18.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0180,HAGAL,7+,UIAA 5–7,Höllental-Rax,Höllental-Rax,Frisbee Platte,Main,Frisbee Platte,22,455,Höllental-Rax | Frisbee Platte | HAGAL,image-18.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0181,VERLÄNGERUNG,8+,UIAA 8+,Höllental-Rax,Höllental-Rax,Frisbee Platte,Main,Frisbee Platte,23,455,Höllental-Rax | Frisbee Platte | VERLÄNGERUNG,image-18.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0182,QUATTRO BIRTHDAY,7+/8-,UIAA 5–7,Höllental-Rax,Höllental-Rax,Frisbee Platte,Main,Frisbee Platte,24,455,Höllental-Rax | Frisbee Platte | QUATTRO BIRTHDAY,image-18.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0183,2SL,6+,UIAA 5–7,Höllental-Rax,Höllental-Rax,Frisbee Platte,Main,Frisbee Platte,25,455,Höllental-Rax | Frisbee Platte | 2SL,image-18.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0184,VOLKSMUSIK,7+/8-,UIAA 5–7,Höllental-Rax,Höllental-Rax,Frisbee Platte,Main,Frisbee Platte,28,455,Höllental-Rax | Frisbee Platte | VOLKSMUSIK,image-18.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0185,OHNE KRAFT UND FREUDE,8,UIAA 8+,Höllental-Rax,Höllental-Rax,Frisbee Platte,Main,Frisbee Platte,29,455,Höllental-Rax | Frisbee Platte | OHNE KRAFT UND FREUDE,image-18.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0186,HAURUCK,8+/9-,UIAA 8+,Höllental-Rax,Höllental-Rax,Frisbee Platte,Main,Frisbee Platte,30,455,Höllental-Rax | Frisbee Platte | HAURUCK,image-18.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0187,HONORI,7-,UIAA 5–7,Höllental-Rax,Höllental-Rax,Frisbee Platte,Main,Frisbee Platte,31,455,Höllental-Rax | Frisbee Platte | HONORI,image-18.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0188,AGAINST,10+/11-,UIAA 8+,Höllental-Rax,Höllental-Rax,Frisbee Platte,Main,Frisbee Platte,33,455,Höllental-Rax | Frisbee Platte | AGAINST,image-18.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
